filename,num_makeup_region,num_extra_region,num_surplus_region,makeup_time,extra_time,surplus_time,subregion_time,num_subregion_with_annot,skip_silence_overlap_hour,skip_time,silence_time,silence_raw_hour,end_time,total_listen_time,positions,ranks,subregion_raw_hour,num_raw_subregion,annotation_counts_raw
13_08_sparse_code.cha,0,0,0,0,0,0,14399640,4,0,0,7152270,1.99,43800000,14399640,"['1', '2', '3', '4', '5']","['4', '2', '1', '3', '5']",5.0,5.0,"[73, 92, 78, 115, 0]"
13_09_sparse_code.cha,2,1,0,618090,79820,0,13771690,4,0,628310,15649090,4.35,47354300,14469600,"['1', '2', '3', '4', '5']","['2', '4', '5', '1', '3']",5.0,5.0,"[36, 42, 37, 59, 42]"
13_10_sparse_code.cha,1,0,1,602410,0,989700,13532340,4,0,610860,18846290,5.24,45000000,14134750,"['1', '2', '3', '4', '5']","['1', '3', '4', '2', '5']",5.0,5.0,"[21, 152, 76, 94, 46]"
13_11_sparse_code.cha,1,0,0,374820,0,0,14261930,4,0,0,10659800,2.96,44433300,14636750,"['1', '2', '3', '4', '5']","['2', '5', '1', '3', '4']",5.0,5.0,"[123, 9, 91, 29, 53]"
13_12_sparse_code.cha,0,0,0,0,0,0,14399999,4,0,0,7134620,1.98,32644110,14399999,"['1', '2', '3', '4', '5']","['4', '1', '5', '3', '2']",5.0,5.0,"[85, 37, 0, 53, 54]"
13_13_sparse_code.cha,0,0,0,0,0,0,14400000,4,0,0,11904760,3.31,40882180,14400000,"['1', '2', '3', '4', '5']","['2', '1', '5', '3', '4']",5.0,5.0,"[24, 80, 0, 9, 25]"
13_14_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,7563370,2.1,43796300,10800000,"['1', '2', '3', '4', '5']","['2', '3', '5', '4', '1']",5.0,5.0,"[144, 71, 0, 0, 110]"
13_15_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,15425650,4.28,46973680,10800000,"['1', '2', '3', '4', '5']","['3', '2', '1', '4', '5']",5.0,5.0,"[190, 188, 159, 0, 0]"
13_16_sparse_code.cha,1,0,0,832730,0,0,9939040,3,0,0,14195040,3.94,28500000,10771770,"['1', '2', '3', '4', '5']","['4', '3', '2', '1', '5']",5.0,5.0,"[11, 46, 116, 114, 0]"
13_17_sparse_code.cha,1,0,0,600520,0,0,10200540,3,0,598460,34896970,9.69,57599990,10801060,"['1', '2', '3', '4', '5']","['2', '3', '5', '1', '4']",5.0,5.0,"[54, 43, 0, 90, 6]"
14_06_sparse_code.cha,0,0,0,0,0,0,0,0,0,0,10326280,2.87,57599990,47273710,[],[],0.0,0.0,[]
14_07_sparse_code.cha,0,0,0,0,0,0,0,0,0,33309710,0,6.62,57599990,24290280,[],[],0.0,0.0,[]
14_08_sparse_code.cha,0,0,0,0,0,0,14077350,4,0,322650,17905490,4.97,57599990,14077350,"['1', '2', '3', '4', '5']","['5', '3', '1', '4', '2']",5.0,5.0,"[0, 116, 120, 85, 64]"
14_09_sparse_code.cha,0,0,0,0,0,0,14353790,4,0,0,17676870,4.91,57599990,14353790,"['1', '2', '3', '4', '5']","['1', '3', '2', '4', '5']",5.0,5.0,"[41, 27, 59, 157, 0]"
14_10_sparse_code.cha,0,0,0,0,0,0,14178680,4,0,221320,12939540,3.59,57599990,14178680,"['1', '2', '3', '4', '5']","['4', '1', '3', '5', '2']",5.0,5.0,"[127, 8, 86, 0, 45]"
14_11_sparse_code.cha,0,0,0,0,0,0,14063790,4,0,336210,9568450,2.66,57599990,14063790,"['1', '2', '3', '4', '5']","['2', '1', '3', '5', '4']",5.0,5.0,"[79, 52, 95, 0, 86]"
14_12_sparse_code.cha,0,0,0,0,0,0,14399990,4,0,0,14373620,3.99,57599990,14399990,"['1', '2', '3', '4', '5']","['4', '5', '3', '1', '2']",5.0,5.0,"[118, 0, 72, 99, 87]"
14_13_sparse_code.cha,0,0,0,0,0,0,14261370,4,0,139060,18968660,5.27,57599990,14261370,"['1', '2', '3', '4', '5']","['3', '1', '4', '5', '2']",5.0,5.0,"[92, 64, 129, 0, 89]"
14_14_sparse_code.cha,0,0,1,0,0,3097140,10800000,3,0,0,23993750,6.66,57599990,10800000,"['1', '2', '3', '4', '5']","['1', '4', '2', '3', '5']",5.0,5.0,"[225, 100, 63, 73, 0]"
14_15_sparse_code.cha,0,0,0,0,0,0,10701010,3,0,0,15304510,4.25,57599990,10701010,"['1', '2', '3', '4', '5']","['4', '5', '3', '1', '2']",5.0,5.0,"[0, 0, 66, 51, 55]"
14_16_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,29414210,8.17,57599990,10800000,"['1', '2', '3', '4', '5']","['5', '3', '1', '2', '4']",5.0,5.0,"[0, 157, 184, 118, 0]"
14_17_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,21142600,5.87,57599990,10800000,"['1', '2', '3', '4', '5']","['1', '4', '3', '5', '2']",5.0,5.0,"[156, 0, 102, 0, 128]"
15_06_sparse_code.cha,0,0,0,0,0,0,0,0,0,6425880,19304760,5.36,57599990,31869350,[],[],0.0,0.0,[]
15_07_sparse_code.cha,0,0,0,0,0,0,0,0,0,0,18288520,5.08,57599990,39311470,[],[],0.0,0.0,[]
15_08_sparse_code.cha,1,0,0,941690,0,0,13459120,4,0,940880,8205990,2.28,57599990,14400810,"['1', '2', '3', '4', '5']","['4', '2', '5', '3', '1']",5.0,5.0,"[182, 44, 37, 113, 133]"
15_09_sparse_code.cha,1,0,1,2553850,0,1042590,11751880,4,0,2350610,24000370,6.71,57599990,14305730,"['1', '2', '3', '4', '5']","['5', '2', '3', '4', '1']",5.0,5.0,"[26, 67, 68, 19, 99]"
15_10_sparse_code.cha,2,0,0,1672010,0,0,11929800,4,0,2473830,1391660,0.39,57599990,13601810,"['1', '2', '3', '4', '5']","['2', '4', '3', '5', '1']",5.0,5.0,"[53, 19, 17, 61, 158]"
15_11_sparse_code.cha,0,0,0,0,0,0,14381540,4,0,0,32219090,8.95,57599990,14381540,"['1', '2', '3', '4', '5']","['2', '3', '4', '1', '5']",5.0,5.0,"[70, 46, 85, 36, 0]"
15_12_sparse_code.cha,1,0,0,1834530,0,0,12124580,4,0,392760,24207250,6.72,57599990,13959110,"['1', '2', '3', '4', '5']","['1', '4', '2', '5', '3']",5.0,5.0,"[152, 58, 54, 84, 44]"
15_13_sparse_code.cha,0,0,0,0,0,0,14400000,4,0,0,23749150,6.6,57599990,14400000,"['1', '2', '3', '4', '5']","['4', '2', '5', '1', '3']",5.0,5.0,"[134, 85, 0, 130, 94]"
15_14_sparse_code.cha,1,0,0,2036130,0,0,8789410,3,0,0,31248810,8.68,57599990,10825540,"['1', '2', '3', '4', '5']","['5', '4', '3', '2', '1']",5.0,5.0,"[0, 30, 90, 118, 134]"
15_15_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,22688320,6.3,57599990,10800000,"['1', '2', '3', '4', '5']","['3', '4', '5', '1', '2']",5.0,5.0,"[72, 0, 0, 228, 118]"
15_16_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,21799060,6.06,57599990,10800000,"['1', '2', '3', '4', '5']","['3', '4', '5', '2', '1']",5.0,5.0,"[88, 0, 0, 255, 324]"
15_17_sparse_code.cha,0,0,0,0,0,0,10484010,3,0,0,27651150,7.68,57599990,10484010,"['1', '2', '3', '4', '5']","['3', '5', '2', '4', '1']",5.0,5.0,"[118, 0, 73, 0, 143]"
16_06_sparse_code.cha,0,0,0,0,0,0,0,0,0,0,26305690,7.31,57599990,31294300,[],[],0.0,0.0,[]
16_07_sparse_code.cha,0,0,0,0,0,0,0,0,0,0,27423490,7.62,57599990,30176500,[],[],0.0,0.0,[]
16_08_sparse_code.cha,1,0,0,294960,0,0,14178650,4,0,221350,29772900,8.27,57599990,14473610,"['1', '2', '3', '4', '5']","['2', '4', '3', '1', '5']",5.0,5.0,"[93, 161, 169, 67, 0]"
16_09_sparse_code.cha,0,0,0,0,0,0,14173440,4,0,0,36636920,10.18,57599990,14173440,"['1', '2', '3', '4', '5']","['3', '5', '4', '2', '1']",5.0,5.0,"[119, 0, 107, 160, 116]"
16_10_sparse_code.cha,1,0,0,1546730,0,0,12389080,4,0,1545320,14642700,4.07,57599990,13935810,"['1', '2', '3', '4', '5']","['2', '3', '1', '4', '5']",5.0,5.0,"[42, 57, 63, 75, 18]"
16_11_sparse_code.cha,0,0,0,0,0,0,14385818,4,0,0,32198246,8.94,57599990,14385818,"['1', '2', '3', '4', '5']","['1', '2', '5', '3', '4']",5.0,5.0,"[120, 170, 0, 119, 46]"
16_12_sparse_code.cha,1,0,0,1593530,0,0,12721050,4,0,1457130,30738570,8.54,57599990,14314580,"['1', '2', '3', '4', '5']","['4', '1', '3', '2', '5']",5.0,5.0,"[54, 234, 151, 145, 15]"
16_13_sparse_code.cha,0,0,0,0,0,0,14218030,4,0,0,26132780,7.26,57599990,14218030,"['1', '2', '3', '4', '5']","['1', '4', '2', '5', '3']",5.0,5.0,"[194, 127, 239, 0, 152]"
16_14_sparse_code.cha,0,0,0,0,0,0,10684460,3,0,0,26620890,7.39,57599990,10684460,"['1', '2', '3', '4', '5']","['3', '5', '1', '4', '2']",5.0,5.0,"[74, 0, 102, 0, 153]"
16_15_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,32540660,9.04,57599990,10800000,"['1', '2', '3', '4', '5']","['3', '2', '4', '1', '5']",5.0,5.0,"[377, 348, 0, 324, 0]"
16_16_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,27023710,7.51,57599990,10800000,"['1', '2', '3', '4', '5']","['4', '1', '2', '3', '5']",5.0,5.0,"[0, 113, 228, 108, 0]"
16_17_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,23244690,6.46,57599990,10800000,"['1', '2', '3', '4', '5']","['2', '4', '1', '5', '3']",5.0,5.0,"[139, 0, 118, 0, 176]"
17_06_sparse_code.cha,0,0,0,0,0,0,0,0,0,11222620,22156900,7.32,57599990,24220470,[],[],0.0,0.0,[]
17_07_sparse_code.cha,0,0,0,0,0,0,0,0,0,0,24298110,6.75,57599990,33301880,[],[],0.0,0.0,[]
17_08_sparse_code.cha,1,0,0,788240,0,0,12649710,4,0,1617430,27432850,7.62,57599990,13437950,"['1', '2', '3', '4', '5']","['4', '1', '5', '2', '3']",5.0,5.0,"[59, 96, 12, 21, 82]"
17_09_sparse_code.cha,0,0,0,0,0,0,14400000,4,0,0,10606970,2.95,57599990,14400000,"['1', '2', '3', '4', '5']","['5', '3', '2', '1', '4']",5.0,5.0,"[0, 52, 153, 171, 36]"
17_10_sparse_code.cha,1,0,0,1681570,0,0,12460740,4,0,1942540,25521540,7.16,57599990,14142310,"['1', '2', '3', '4', '5']","['5', '2', '1', '4', '3']",5.0,5.0,"[65, 229, 71, 139, 146]"
17_11_sparse_code.cha,1,0,0,1300870,0,0,12771240,4,0,1323330,33462420,9.3,57599990,14072110,"['1', '2', '3', '4', '5']","['2', '5', '4', '3', '1']",5.0,5.0,"[130, 0, 34, 64, 59]"
17_12_sparse_code.cha,0,0,0,0,0,0,14242460,4,0,0,33330600,9.26,57599990,14242460,"['1', '2', '3', '4', '5']","['1', '3', '4', '2', '5']",5.0,5.0,"[60, 44, 40, 67, 0]"
17_13_sparse_code.cha,0,0,0,0,0,0,14024880,4,0,0,23177240,6.44,57599990,14024880,"['1', '2', '3', '4', '5']","['2', '4', '5', '1', '3']",5.0,5.0,"[140, 106, 0, 162, 125]"
17_14_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,31444870,8.73,57599990,10800000,"['1', '2', '3', '4', '5']","['4', '2', '5', '3', '1']",5.0,5.0,"[0, 312, 0, 154, 212]"
17_15_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,23971110,6.66,57599990,10800000,"['1', '2', '3', '4', '5']","['2', '4', '1', '5', '3']",5.0,5.0,"[258, 0, 217, 0, 327]"
17_16_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,27652700,7.68,57599990,10800000,"['1', '2', '3', '4', '5']","['3', '5', '1', '2', '4']",5.0,5.0,"[232, 0, 187, 175, 0]"
17_17_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,23866860,6.63,57599990,10800000,"['1', '2', '3', '4', '5']","['3', '5', '2', '1', '4']",5.0,5.0,"[285, 0, 311, 241, 0]"
18_06_sparse_code.cha,0,0,0,0,0,0,0,0,0,0,19582580,5.44,51597740,32015160,[],[],0.0,0.0,[]
18_07_sparse_code.cha,0,0,0,0,0,0,0,0,0,0,11331530,3.15,45730680,34399150,[],[],0.0,0.0,[]
18_08_sparse_code.cha,1,0,0,1292500,0,0,12661420,4,0,1738680,1031480,0.29,46906990,13953920,"['1', '2', '3', '4', '5']","['3', '1', '4', '2', '5']",5.0,5.0,"[162, 54, 48, 58, 29]"
18_09_sparse_code.cha,1,0,0,1287090,0,0,13106370,4,0,1293630,1986040,0.55,43821990,14393460,"['1', '2', '3', '4', '5']","['2', '1', '5', '3', '4']",5.0,5.0,"[4, 87, 22, 93, 35]"
18_10_sparse_code.cha,0,0,0,0,0,0,14400000,4,0,0,4205970,1.17,46896300,14400000,"['1', '2', '3', '4', '5']","['3', '5', '4', '2', '1']",5.0,5.0,"[195, 0, 85, 81, 96]"
18_11_sparse_code.cha,0,0,0,0,0,0,14400000,4,0,0,10621030,2.95,55278990,14400000,"['1', '2', '3', '4', '5']","['1', '5', '2', '3', '4']",5.0,5.0,"[112, 0, 45, 55, 115]"
18_12_sparse_code.cha,0,0,0,0,0,0,14394730,4,0,0,9017970,2.5,44950240,14394730,"['1', '2', '3', '4', '5']","['5', '2', '3', '1', '4']",5.0,5.0,"[0, 80, 76, 85, 41]"
18_13_sparse_code.cha,0,0,0,0,0,0,14400000,4,0,0,5710220,1.59,46393360,14400000,"['1', '2', '3', '4', '5']","['1', '5', '3', '4', '2']",5.0,5.0,"[90, 0, 69, 56, 93]"
18_14_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,11384940,3.16,45268550,10800000,"['1', '2', '3', '4', '5']","['4', '5', '1', '3', '2']",5.0,5.0,"[0, 0, 80, 64, 73]"
18_15_sparse_code.cha,0,0,1,0,0,1810610,10800000,3,0,0,11525710,3.2,41530180,10800000,"['1', '2', '3', '4', '5']","['3', '4', '1', '2', '5']",5.0,5.0,"[79, 67, 115, 25, 0]"
18_16_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,7400340,2.06,47516550,10800000,"['1', '2', '3', '4', '5']","['1', '3', '2', '5', '4']",5.0,5.0,"[110, 235, 211, 0, 0]"
18_17_sparse_code.cha,0,0,0,0,0,0,10799000,3,0,0,4752100,1.32,37599550,10799000,"['1', '2', '3', '4', '5']","['2', '3', '1', '4', '5']",5.0,5.0,"[148, 139, 60, 0, 0]"
19_06_sparse_code.cha,0,0,0,0,0,0,0,0,0,18615590,0,3.55,42887180,24271590,[],[],0.0,0.0,[]
19_07_sparse_code.cha,0,0,0,0,0,0,0,0,0,9312580,3703520,1.03,39365180,26349080,[],[],0.0,0.0,[]
19_08_sparse_code.cha,0,0,0,0,0,0,14400000,4,0,0,7866860,2.19,43457050,14400000,"['1', '2', '3', '4', '5']","['2', '5', '3', '4', '1']",5.0,5.0,"[126, 0, 119, 94, 81]"
19_09_sparse_code.cha,0,0,0,0,0,0,14400000,4,0,0,6831460,1.9,42514800,14400000,"['1', '2', '3', '4', '5']","['4', '5', '3', '1', '2']",5.0,5.0,"[114, 0, 190, 119, 187]"
19_10_sparse_code.cha,0,0,0,0,0,0,14400000,4,0,0,15225400,4.23,52186300,14400000,"['1', '2', '3', '4', '5']","['2', '5', '3', '1', '4']",5.0,5.0,"[71, 0, 80, 127, 150]"
19_11_sparse_code.cha,0,0,0,0,0,0,14400000,4,0,0,5440120,1.51,43317110,14400000,"['1', '2', '3', '4', '5']","['5', '1', '3', '2', '4']",5.0,5.0,"[0, 129, 48, 203, 80]"
19_12_sparse_code.cha,0,0,0,0,0,0,14400000,4,0,0,6634730,1.84,46277610,14400000,"['1', '2', '3', '4', '5']","['5', '4', '3', '1', '2']",5.0,5.0,"[0, 129, 155, 296, 119]"
19_13_sparse_code.cha,0,0,0,0,0,0,14400000,4,0,0,6476270,1.8,46374300,14400000,"['1', '2', '3', '4', '5']","['4', '1', '3', '2', '5']",5.0,5.0,"[298, 187, 294, 139, 0]"
19_14_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,3383410,0.94,42710300,10800000,"['1', '2', '3', '4', '5']","['3', '2', '4', '5', '1']",5.0,5.0,"[218, 245, 0, 0, 282]"
19_15_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,7070290,1.96,40220110,10800000,"['1', '2', '3', '4', '5']","['4', '2', '5', '1', '3']",5.0,5.0,"[0, 328, 0, 175, 341]"
19_16_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,5874800,1.63,42005860,10800000,"['1', '2', '3', '4', '5']","['3', '4', '2', '5', '1']",5.0,5.0,"[276, 0, 295, 0, 312]"
19_17_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,5955810,1.65,39957610,10800000,"['1', '2', '3', '4', '5']","['1', '2', '3', '5', '4']",5.0,5.0,"[344, 293, 235, 0, 0]"
20_06_sparse_code.cha,0,0,0,0,0,0,0,0,0,4265460,15531770,4.31,57599990,37802760,[],[],0.0,0.0,[]
20_07_sparse_code.cha,0,0,0,0,0,0,0,0,0,0,20572240,5.71,57599990,37027750,[],[],0.0,0.0,[]
20_08_sparse_code.cha,0,0,0,0,0,0,14400000,4,0,0,23625410,6.56,57599990,14400000,"['1', '2', '3', '4', '5']","['1', '2', '5', '4', '3']",5.0,5.0,"[76, 52, 0, 59, 106]"
20_09_sparse_code.cha,1,0,0,717520,0,0,13423250,4,0,719580,8820410,2.45,57599990,14140770,"['1', '2', '3', '4', '5']","['1', '5', '3', '2', '4']",5.0,5.0,"[96, 22, 87, 75, 83]"
20_10_sparse_code.cha,1,0,2,611840,0,12708920,13778300,4,0,0,21049770,8.03,57599990,14390140,"['1', '2', '3', '4', '5']","['5', '3', '4', '1', '2']",5.0,5.0,"[12, 66, 48, 154, 87]"
20_11_sparse_code.cha,0,0,0,0,0,0,14399999,4,0,0,20585070,5.72,57599990,14399999,"['1', '2', '3', '4', '5']","['4', '1', '3', '5', '2']",5.0,5.0,"[39, 70, 125, 0, 40]"
20_12_sparse_code.cha,0,0,0,0,0,0,14400000,4,0,0,26005000,7.22,57599990,14400000,"['1', '2', '3', '4', '5']","['1', '4', '3', '5', '2']",5.0,5.0,"[53, 71, 0, 27, 81]"
20_13_sparse_code.cha,0,0,0,0,0,0,14400000,4,0,0,27664750,7.68,57599990,14400000,"['1', '2', '3', '4', '5']","['3', '1', '5', '2', '4']",5.0,5.0,"[98, 63, 0, 125, 98]"
20_14_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,25692860,7.14,57599990,10800000,"['1', '2', '3', '4', '5']","['1', '4', '3', '5', '2']",5.0,5.0,"[85, 0, 58, 0, 116]"
20_15_sparse_code.cha,0,0,0,0,0,0,10799000,3,0,0,25751660,7.15,57599990,10799000,"['1', '2', '3', '4', '5']","['3', '4', '1', '5', '2']",5.0,5.0,"[71, 0, 93, 0, 95]"
20_16_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,27911670,7.75,57599990,10800000,"['1', '2', '3', '4', '5']","['5', '1', '4', '2', '3']",5.0,5.0,"[0, 261, 0, 198, 197]"
20_17_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,21470740,5.96,57599990,10800000,"['1', '2', '3', '4', '5']","['2', '1', '4', '5', '3']",5.0,5.0,"[151, 108, 0, 0, 162]"
21_06_sparse_code.cha,0,0,0,0,0,0,0,0,0,25883310,0,2.54,51258740,25375430,[],[],0.0,0.0,[]
21_07_sparse_code.cha,0,0,0,0,0,0,0,0,0,6200350,8307540,2.31,41619800,27111910,[],[],0.0,0.0,[]
21_08_sparse_code.cha,0,0,0,0,0,0,14208860,4,0,191140,3135400,0.87,46068110,14208860,"['1', '2', '3', '4', '5']","['4', '1', '2', '5', '3']",5.0,5.0,"[25, 35, 8, 0, 76]"
21_09_sparse_code.cha,2,0,0,2218530,0,0,12014080,4,0,598220,16229150,4.51,50905800,14232610,"['1', '2', '3', '4', '5']","['3', '1', '2', '5', '4']",5.0,5.0,"[10, 49, 45, 20, 6]"
21_10_sparse_code.cha,1,0,0,1620460,0,0,12773440,4,0,1626560,0,0.0,41977430,14393900,"['1', '2', '3', '4', '5']","['1', '5', '2', '3', '4']",5.0,5.0,"[65, 3, 23, 59, 47]"
21_11_sparse_code.cha,1,0,0,3528900,0,0,10800000,3,0,3355480,5392560,1.5,37558430,14328900,"['1', '2', '3', '4', '5']","['3', '2', '5', '1', '4']",5.0,5.0,"[16, 34, 42, 0, 22]"
21_12_sparse_code.cha,0,0,0,0,0,0,14400000,4,0,0,5722850,1.59,30454860,14400000,"['1', '2', '3', '4', '5']","['1', '5', '3', '4', '2']",5.0,5.0,"[76, 0, 86, 50, 57]"
21_13_sparse_code.cha,0,0,0,0,0,0,14400000,4,0,0,3120630,0.87,36900000,14400000,"['1', '2', '3', '4', '5']","['4', '3', '5', '1', '2']",5.0,5.0,"[130, 68, 0, 91, 90]"
21_14_sparse_code.cha,1,0,0,645140,0,0,10151090,3,0,649100,0,0.0,20100000,10796230,"['1', '2', '3', '4']","['1', '2', '3', '4']",4.0,4.0,"[93, 56, 84, 0]"
21_15_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,6676710,1.85,45123800,10800000,"['1', '2', '3', '4', '5']","['4', '1', '3', '5', '2']",5.0,5.0,"[0, 53, 50, 0, 33]"
21_16_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,8558290,2.38,41700000,10800000,"['1', '2', '3', '4', '5']","['4', '1', '5', '2', '3']",5.0,5.0,"[0, 104, 0, 23, 41]"
21_17_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,4582130,1.27,37200000,10800000,"['1', '2', '3', '4', '5']","['4', '1', '3', '2', '5']",5.0,5.0,"[0, 110, 207, 50, 0]"
22_06_sparse_code.cha,0,0,0,0,0,0,0,0,0,12567380,10892920,3.03,52623360,29163060,[],[],0.0,0.0,[]
22_07_sparse_code.cha,0,0,0,0,0,0,0,0,0,0,21165960,5.88,51739680,30573720,[],[],0.0,0.0,[]
22_08_sparse_code.cha,1,2,0,2324560,3299100,0,8499370,4,0,6278190,12420790,3.45,50660180,14123030,"['1', '2', '3', '4', '5']","['2', '5', '3', '1', '4']",5.0,5.0,"[80, 35, 11, 18, 15]"
22_10_sparse_code.cha,1,0,0,2342110,0,0,12073100,4,0,2326900,13460500,3.74,50888680,14415210,"['1', '2', '3', '4', '5']","['2', '5', '1', '3', '4']",5.0,5.0,"[2, 22, 9, 11, 36]"
22_11_sparse_code.cha,1,0,0,1095830,0,0,12758900,4,0,1310220,14059450,3.91,48045740,13854730,"['1', '2', '3', '4', '5']","['5', '1', '2', '3', '4']",5.0,5.0,"[28, 24, 11, 25, 49]"
22_12_sparse_code.cha,1,0,0,1620080,0,0,12356080,4,0,1590970,15039550,4.18,47468860,13976160,"['1', '2', '3', '4', '5']","['1', '3', '2', '4', '5']",5.0,5.0,"[23, 50, 30, 13, 43]"
22_13_sparse_code.cha,1,0,0,3597700,0,0,10015610,3,0,4383370,9130000,2.54,40741050,13613310,"['1', '2', '3', '4', '5']","['2', '3', '1', '5', '4']",5.0,5.0,"[63, 40, 0, 28, 100]"
22_14_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,7742850,2.15,41746300,10800000,"['1', '2', '3', '4', '5']","['3', '2', '4', '5', '1']",5.0,5.0,"[19, 50, 0, 0, 59]"
22_15_sparse_code.cha,1,0,0,2108600,0,0,8690790,3,0,0,10209210,2.84,43060930,10799390,"['1', '2', '3', '4', '5']","['1', '4', '5', '3', '2']",5.0,5.0,"[20, 21, 0, 23, 41]"
22_16_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,4947430,1.37,43989990,10800000,"['1', '2', '3', '4', '5']","['3', '4', '1', '5', '2']",5.0,5.0,"[55, 67, 0, 0, 57]"
22_17_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,5784950,1.61,42826680,10800000,"['1', '2', '3', '4', '5']","['2', '5', '4', '3', '1']",5.0,5.0,"[78, 0, 0, 65, 48]"
23_06_sparse_code.cha,0,0,0,0,0,0,0,0,0,0,21760120,6.04,57599990,35839870,[],[],0.0,0.0,[]
23_07_sparse_code.cha,0,0,0,0,0,0,0,0,0,13889220,13606440,3.78,57599990,30104330,[],[],0.0,0.0,[]
23_08_sparse_code.cha,0,0,0,0,0,0,14400000,4,0,0,1713270,0.48,57599860,14400000,"['1', '2', '3', '4', '5']","['3', '5', '2', '4', '1']",5.0,5.0,"[103, 0, 33, 85, 32]"
23_09_sparse_code.cha,1,0,0,456800,0,0,13957580,4,0,442420,18218660,5.06,57599990,14414380,"['1', '2', '3', '4', '5']","['1', '3', '4', '5', '2']",5.0,5.0,"[66, 44, 10, 7, 25]"
23_10_sparse_code.cha,0,0,0,0,0,0,14400000,4,0,0,13926230,3.87,57599990,14400000,"['1', '2', '3', '4', '5']","['4', '2', '5', '1', '3']",5.0,5.0,"[9, 7, 0, 22, 47]"
23_11_sparse_code.cha,0,0,0,0,0,0,14120530,4,0,0,18142080,5.04,57599990,14120530,"['1', '2', '3', '4', '5']","['1', '2', '4', '5', '3']",5.0,5.0,"[105, 65, 91, 0, 86]"
23_12_sparse_code.cha,1,0,0,609570,0,0,13792940,4,0,607060,12914960,3.59,57599990,14402510,"['1', '2', '3', '4', '5']","['4', '3', '2', '1', '5']",5.0,5.0,"[46, 85, 12, 26, 39]"
23_13_sparse_code.cha,0,0,0,0,0,0,14400000,4,0,0,17389880,4.83,57599990,14400000,"['1', '2', '3', '4', '5']","['5', '1', '3', '4', '2']",5.0,5.0,"[0, 52, 51, 38, 67]"
23_14_sparse_code.cha,0,0,3,0,0,10010450,10800000,3,0,0,17178470,4.77,57599990,10800000,"['1', '2', '3', '4', '5']","['5', '3', '1', '4', '2']",5.0,5.0,"[0, 20, 77, 0, 31]"
23_15_sparse_code.cha,0,0,0,0,0,0,10799000,3,0,0,7431150,2.06,57599990,10799000,"['1', '2', '3', '4', '5']","['1', '3', '4', '5', '2']",5.0,5.0,"[53, 23, 0, 0, 57]"
23_16_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,21338590,5.93,57599990,10800000,"['1', '2', '3', '4', '5']","['1', '5', '3', '4', '2']",5.0,5.0,"[65, 0, 34, 0, 140]"
23_17_sparse_code.cha,1,1,0,777270,4201590,0,10019350,3,0,778130,20924610,6.03,57599990,14998210,"['1', '2', '3', '4', '5']","['4', '2', '1', '3', '5']",5.0,5.0,"[19, 23, 80, 29, 0]"
25_06_sparse_code.cha,0,0,0,0,0,0,0,0,0,0,6021210,1.67,45968180,39946970,[],[],0.0,0.0,[]
25_07_sparse_code.cha,0,0,0,0,0,0,0,0,0,0,13564260,3.77,41390930,27826670,[],[],0.0,0.0,[]
25_08_sparse_code.cha,1,0,0,941820,0,0,13534720,4,0,865280,4900,0.0,24000000,14476540,"['1', '2', '3', '4', '5']","['4', '3', '1', '5', '2']",5.0,5.0,"[40, 9, 8, 1, 0]"
25_09_sparse_code.cha,2,0,0,2217400,0,0,12395060,4,0,1012080,11520970,3.2,42845240,14612460,"['1', '2', '3', '4', '5']","['3', '5', '1', '4', '2']",5.0,5.0,"[36, 27, 36, 53, 48]"
25_10_sparse_code.cha,1,0,0,1250,0,0,14400000,4,0,0,4693760,1.3,46080740,14401250,"['1', '2', '3', '4', '5']","['2', '5', '1', '3', '4']",5.0,5.0,"[38, 1, 4, 42, 0]"
